Model Outputs
200
,,HRI_Hitesh_Lower:LAbsAnkleAngle,,,HRI_Hitesh_Lower:LAnkleAngles,,,HRI_Hitesh_Lower:LAnkleForce,,,HRI_Hitesh_Lower:LAnkleMoment,,,HRI_Hitesh_Lower:LAnklePower,,,HRI_Hitesh_Lower:LFE,,,,,,,,,HRI_Hitesh_Lower:LFO,,,,,,,,,HRI_Hitesh_Lower:LFootProgressAngles,,,HRI_Hitesh_Lower:LHipAngles,,,HRI_Hitesh_Lower:LHipForce,,,HRI_Hitesh_Lower:LHipMoment,,,HRI_Hitesh_Lower:LHipPower,,,HRI_Hitesh_Lower:LKneeAngles,,,HRI_Hitesh_Lower:LKneeForce,,,HRI_Hitesh_Lower:LKneeMoment,,,HRI_Hitesh_Lower:LKneePower,,,HRI_Hitesh_Lower:LPelvisAngles,,,HRI_Hitesh_Lower:LTI,,,,,,,,,HRI_Hitesh_Lower:LTO,,,,,,,,,HRI_Hitesh_Lower:PEL,,,,,,,,,HRI_Hitesh_Lower:RAbsAnkleAngle,,,HRI_Hitesh_Lower:RAnkleAngles,,,HRI_Hitesh_Lower:RAnkleForce,,,HRI_Hitesh_Lower:RAnkleMoment,,,HRI_Hitesh_Lower:RAnklePower,,,HRI_Hitesh_Lower:RFE,,,,,,,,,HRI_Hitesh_Lower:RFO,,,,,,,,,HRI_Hitesh_Lower:RFootProgressAngles,,,HRI_Hitesh_Lower:RHipAngles,,,HRI_Hitesh_Lower:RHipForce,,,HRI_Hitesh_Lower:RHipMoment,,,HRI_Hitesh_Lower:RHipPower,,,HRI_Hitesh_Lower:RKneeAngles,,,HRI_Hitesh_Lower:RKneeForce,,,HRI_Hitesh_Lower:RKneeMoment,,,HRI_Hitesh_Lower:RKneePower,,,HRI_Hitesh_Lower:RPelvisAngles,,,HRI_Hitesh_Lower:RTI,,,,,,,,,HRI_Hitesh_Lower:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
179,0,-17.743402,301.841064,932.981445,-238.128784,295.981812,975.136353,-95.508614,497.880829,965.891907,-177.863815,492.642731,971.198792,15.442676,298.188599,692.470581,-42.714867,309.163757,481.554016,-54.971195,370.584015,257.892792,,,,-162.528427,449.192474,57.047905,-91.810074,260.877869,58.366470,-333.430817,148.362869,884.376160,-371.824249,18.792454,745.741211,-368.987549,116.828903,568.383850,-335.531952,269.015076,422.086090,-276.894928,311.926453,427.963470,-349.819031,161.877457,327.606262
180,0,-17.258406,302.177307,932.983948,-237.644135,296.138794,975.577515,-95.216171,498.146454,965.863647,-177.548218,492.856445,971.252136,15.679793,298.651245,692.322937,-42.519203,309.287659,481.529816,-54.939896,370.641479,257.832245,,,,-162.614059,449.123627,56.992092,-91.810303,260.892975,58.357605,-332.809357,148.438065,887.070984,-370.824463,17.379431,749.794617,-367.763580,115.099159,572.325073,-334.329224,267.382050,426.116302,-275.839752,310.468353,432.041992,-348.051605,160.075211,331.764069
181,0,-16.775806,302.511444,932.983215,-237.163696,296.293243,976.018799,-94.921692,498.411774,965.834167,-177.229965,493.071472,971.304260,15.908446,299.109253,692.175537,-42.326382,309.409515,481.503021,-54.905144,370.686707,257.781128,,,,-162.703781,449.045746,56.923225,-91.810196,260.902771,58.353180,-332.178223,148.541229,889.748108,-369.811890,16.011118,753.835754,-366.539581,113.388512,576.236145,-333.142029,265.739014,430.083221,-274.798950,309.000153,436.041656,-346.299072,158.246582,335.879395
182,0,-16.296457,302.843109,932.979309,-236.687851,296.445709,976.460999,-94.624146,498.676666,965.803650,-176.907913,493.288086,971.355347,16.129614,299.558960,692.030273,-42.137177,309.529907,481.473297,-54.866554,370.719086,257.740204,,,,-162.797180,448.959717,56.842262,-91.809944,260.907532,58.352825,-331.537292,148.672272,892.406494,-368.787262,14.687673,757.862549,-365.315826,111.697487,580.115417,-331.970093,264.086548,433.985504,-273.772308,307.522949,439.961487,-344.562347,156.392380,339.950653
183,0,-15.821179,303.172119,932.972229,-236.216965,296.596893,976.905212,-94.322639,498.941071,965.772217,-176.580994,493.506653,971.405579,16.344345,299.997467,691.888550,-41.952118,309.649475,481.440491,-54.823639,370.738007,257.710358,,,,-162.893677,448.866547,56.750446,-91.809586,260.907959,58.356026,-330.886566,148.831131,895.045471,-367.751343,13.409287,761.873047,-364.092865,110.026711,583.961426,-330.813110,262.425110,437.821808,-272.759430,306.037720,443.800842,-342.842346,154.513672,343.976349
184,0,-15.350730,303.498169,932.962219,-235.751282,296.747375,977.351929,-94.016464,499.204834,965.740234,-176.248459,493.727203,971.455078,16.553732,300.422394,691.751831,-41.771503,309.769135,481.404388,-54.775780,370.743164,257.692474,,,,-162.992645,448.767395,56.649246,-91.809113,260.904694,58.362164,-330.226349,149.017639,897.663635,-366.705170,12.176183,765.864929,-362.871277,108.376816,587.772339,-329.670685,260.755249,441.590698,-271.760132,304.545441,447.558716,-341.139923,152.611542,347.954987
185,0,-14.885789,303.821320,932.949524,-235.291031,296.897766,977.801819,-93.705132,499.467896,965.708252,-175.909744,493.949799,971.504211,16.758886,300.832062,691.621277,-41.595352,309.889954,481.364990,-54.722218,370.734406,257.687378,,,,-163.093231,448.663635,56.540340,-91.808441,260.898651,58.370522,-329.557190,149.231491,900.260010,-365.650055,10.988590,769.835693,-361.651978,106.748474,591.546387,-328.542633,259.077545,445.290802,-270.774261,303.046997,451.234497,-339.456055,150.687119,351.885040
186,0,-14.426953,304.141418,932.934387,-234.836273,297.048584,978.255066,-93.388374,499.730194,965.676453,-175.564484,494.174347,971.553223,16.960941,301.225586,691.497864,-41.423367,310.013123,481.322357,-54.662083,370.711884,257.695984,,,,-163.194489,448.556732,56.425541,-91.807327,260.890747,58.380348,-328.879761,149.472366,902.833008,-364.587463,9.846745,773.782776,-360.435852,105.142418,595.281799,-327.428558,257.392761,448.920532,-269.801697,301.543457,454.827148,-337.791504,148.741730,355.764923
187,0,-13.974722,304.458527,932.917419,-234.387131,297.200287,978.711853,-93.066093,499.991516,965.645508,-175.212601,494.400757,971.602295,17.161039,301.602631,691.382141,-41.254974,310.140015,481.276794,-54.594379,370.675995,257.718994,,,,-163.295425,448.448181,56.306744,-91.805481,260.881989,58.390842,-328.195282,149.739807,905.380981,-363.519073,8.750867,777.703491,-359.223969,103.559334,598.976746,-326.328125,255.701508,452.478394,-268.842377,300.035553,458.335938,-336.146973,146.776794,359.593048
188,0,-13.529483,304.772675,932.898804,-233.943588,297.353241,979.171997,-92.738480,500.251709,965.616089,-174.854279,494.628693,971.651978,17.360338,301.963745,691.274963,-41.089287,310.272003,481.228577,-54.518009,370.627258,257.757202,,,,-163.394882,448.339478,56.185902,-91.802444,260.873444,58.401215,-327.504913,150.033173,907.902222,-362.446777,7.701150,781.594788,-358.017578,101.999992,602.629272,-325.241028,254.004623,455.962708,-267.896149,298.524231,461.759827,-334.523132,144.793777,363.367554
189,0,-13.091515,305.083832,932.879456,-233.505585,297.507660,979.635132,-92.405838,500.510742,965.588928,-174.489838,494.857758,971.702515,17.560024,302.310028,691.176392,-40.925117,310.410645,481.178314,-54.431824,370.566681,257.811279,,,,-163.491684,448.232178,56.064945,-91.797707,260.866058,58.410721,-326.810242,150.351807,910.394836,-361.372772,6.697743,785.453796,-356.817902,100.465111,606.237366,-324.166779,252.302887,459.371857,-266.962952,297.010345,465.097931,-332.920410,142.794296,367.086761
190,0,-12.660981,305.392120,932.859802,-233.073135,297.663849,980.100769,-92.068756,500.768494,965.564697,-174.119934,495.087524,971.754272,17.761312,302.643127,691.087036,-40.761013,310.557495,481.126648,-54.334579,370.495514,257.881714,,,,-163.584518,448.127686,55.945763,-91.790604,260.860901,58.418644,-326.113068,150.694901,912.856689,-360.299225,5.740731,789.277100,-355.626373,98.955391,609.798889,-323.104889,250.597305,462.704102,-266.042603,295.494659,468.349213,-331.338989,140.780075,370.748749
191,0,-12.237926,305.697449,932.840576,-232.646133,297.821777,980.568176,-91.727959,501.024597,965.544250,-173.745316,495.317474,971.807678,17.965473,302.965149,691.006836,-40.595253,310.713959,481.074402,-54.225060,370.415497,257.968689,,,,-163.672089,448.027405,55.830166,-91.780365,260.858826,58.424358,-325.415436,151.061508,915.285583,-359.228729,4.830125,793.061523,-354.444336,97.471581,613.311768,-322.054840,248.888824,465.957672,-265.134949,293.977997,471.512634,-329.779022,138.752914,374.351562
192,0,-11.822294,305.999817,932.822632,-232.224548,297.981567,981.036499,-91.384346,501.279053,965.528442,-173.367004,495.547119,971.863159,18.173820,303.278809,690.936157,-40.425907,310.881561,481.022522,-54.102058,370.328674,258.072357,,,,-163.753067,447.932617,55.719860,-91.766136,260.860840,58.427326,-324.719482,151.450546,917.679260,-358.163727,3.965847,796.803406,-353.273193,96.014297,616.773743,-321.015930,247.178619,469.130798,-264.239777,292.461304,474.587341,-328.240417,136.714752,377.893066
193,0,-11.413923,306.299133,932.806763,-231.808365,298.142944,981.504700,-91.038971,501.531647,965.518127,-172.986130,495.775726,971.921204,18.387730,303.586823,690.874878,-40.250874,311.061676,480.972107,-53.964432,370.237488,258.192291,,,,-163.826035,447.844574,55.616421,-91.746979,260.867523,58.427116,-324.027679,151.860870,920.035278,-357.106964,3.147719,800.499390,-352.114410,94.584221,620.182068,-319.987427,245.467911,472.221649,-263.356720,290.945496,477.572296,-326.722900,134.667648,381.371124
194,0,-11.012564,306.595276,932.793945,-231.397552,298.305756,981.971741,-90.693039,501.782104,965.514160,-172.603958,496.002686,971.982117,18.608610,303.892212,690.823242,-40.067924,311.255676,480.924286,-53.811142,370.144958,258.327942,,,,-163.889633,447.764282,55.521301,-91.721863,260.879730,58.423416,-323.342590,152.291199,922.351257,-356.061249,2.375451,804.145569,-350.969299,93.181908,623.534546,-318.968567,243.758057,475.228455,-262.485291,289.431610,480.466522,-325.226013,132.613800,384.783508
195,0,-10.617884,306.887970,932.785217,-230.992157,298.469696,982.436401,-90.347816,502.030365,965.517578,-172.221878,496.227325,972.046448,18.837934,304.198273,690.781494,-39.874756,311.464569,480.880341,-53.641296,370.054443,258.478149,,,,-163.942429,447.692749,55.435822,-91.689735,260.897919,58.416019,-322.666870,152.740158,924.624512,-355.029419,1.648633,807.738098,-349.839203,91.807892,626.828369,-317.958344,242.050491,478.149414,-261.625031,287.920624,483.269196,-323.749146,130.555435,388.127838
196,0,-10.229494,307.177002,932.781372,-230.592285,298.634369,982.897583,-90.004669,502.276062,965.528992,-171.841385,496.449036,972.114563,19.077173,304.507904,690.749634,-39.669041,311.689392,480.841614,-53.454170,369.969666,258.641449,,,,-163.983047,447.630829,55.361145,-91.649483,260.922516,58.404835,-322.003296,153.206253,926.852600,-354.014343,0.966733,811.273254,-348.725372,90.462685,630.060730,-316.955841,240.346863,480.982758,-260.775177,286.413849,485.979553,-322.291656,128.495026,391.401703
197,0,-9.846949,307.462006,932.783691,-230.198074,298.799347,983.353943,-89.664993,502.519073,965.549316,-171.463943,496.667145,972.186890,19.327806,304.824249,690.728210,-39.448513,311.930847,480.809387,-53.249245,369.894623,258.816132,,,,-164.010101,447.579285,55.298317,-91.599998,260.953918,58.389900,-321.354706,153.687943,929.032837,-353.018890,0.329093,814.746948,-347.628998,89.146713,633.228699,-315.959839,238.648849,483.726807,-259.934998,284.912567,488.596893,-320.852600,126.435074,394.602753
198,0,-9.469769,307.742584,932.793091,-229.809723,298.964020,983.804321,-89.330223,502.759155,965.579163,-171.091110,496.881012,972.263672,19.591274,305.150055,690.717407,-39.211029,312.189331,480.784943,-53.026203,369.833588,258.999908,,,,-164.022293,447.538879,55.248226,-91.540215,260.992310,58.371357,-320.723907,154.183548,931.162964,-352.045898,-0.265074,818.155212,-346.551147,87.860359,636.329407,-314.969269,236.958267,486.379883,-259.103516,283.418182,491.120636,-319.431213,124.378258,397.728424
199,0,-9.097450,308.018280,932.810791,-229.427475,299.127960,984.247742,-89.001778,502.996155,965.619324,-170.724442,497.090057,972.345581,19.868946,305.487823,690.717651,-38.954582,312.465149,480.769684,-52.784946,369.790924,259.190338,,,,-164.018341,447.510071,55.211636,-91.469078,261.037811,58.349442,-320.113647,154.691376,933.240173,-351.098145,-0.816678,821.493896,-345.492798,86.604004,639.359619,-313.982910,235.277100,488.940552,-258.279602,281.932190,493.550385,-318.026520,122.327362,400.776154
200,0,-8.729481,308.288513,932.837708,-229.051620,299.290527,984.682983,-88.681023,503.229736,965.670227,-170.365402,497.293854,972.432617,20.162075,305.839722,690.729431,-38.677418,312.758209,480.764771,-52.525597,369.770905,259.384796,,,,-163.997086,447.493408,55.189159,-91.385658,261.090363,58.324486,-319.526733,155.209579,935.262146,-350.178375,-1.326748,824.758972,-344.454895,85.377968,642.316101,-312.999420,233.607391,491.407257,-257.462067,280.456329,495.885834,-316.637512,120.285339,403.743408
201,0,-8.365353,308.552856,932.875305,-228.682449,299.451141,985.109131,-88.369270,503.459808,965.732361,-170.015457,497.491791,972.525085,20.471769,306.207489,690.753479,-38.378044,313.068024,480.771271,-52.248482,369.777802,259.580414,,,,-163.957397,447.489319,55.181248,-91.289078,261.149933,58.296898,-318.965607,155.736389,937.226562,-349.289154,-1.796428,827.946167,-343.438171,84.182571,645.195740,-312.017670,231.951355,493.778687,-256.649475,278.992340,498.126892,-315.263367,118.255203,406.627655
202,0,-8.004574,308.810669,932.924194,-228.320328,299.609344,985.525452,-88.067764,503.686066,965.805908,-169.675934,497.683472,972.623230,20.798929,306.592499,690.790222,-38.055325,313.394043,480.790222,-51.954121,369.815216,259.774414,,,,-163.898422,447.498108,55.188190,-91.178680,261.216339,58.267159,-318.432739,156.269806,939.131042,-348.432892,-2.226964,831.051514,-342.443451,83.018120,647.995056,-311.036469,230.311218,496.053680,-255.840302,277.541901,500.273590,-313.903168,116.240158,409.426239
203,0,-7.646684,309.061432,932.985779,-227.965576,299.764465,985.931152,-87.777596,503.908386,965.891174,-169.348083,497.868530,972.727234,21.144220,306.995575,690.840393,-37.708454,313.735199,480.822479,-51.643181,369.886658,259.964172,,,,-163.819382,447.519989,55.210121,-91.053902,261.289368,58.235794,-317.930328,156.807922,940.973572,-347.612000,-2.619699,834.070923,-341.471344,81.884933,650.710693,-310.054596,228.689346,498.231232,-255.032928,276.107086,502.326202,-312.556274,114.243469,412.136566
204,0,-7.291263,309.304626,933.060791,-227.618546,299.916046,986.325745,-87.499763,504.126495,965.987976,-169.032974,498.046631,972.836975,21.508041,307.417114,690.904541,-37.337032,314.090210,480.868652,-51.316498,369.994781,260.147095,,,,-163.719757,447.555115,55.246964,-90.914421,261.368591,58.203384,-317.460266,157.348755,942.752136,-346.828491,-2.976056,837.000244,-340.522461,80.783386,653.339478,-309.071198,227.088181,500.310364,-254.225647,274.689697,504.285034,-311.221985,112.268570,414.756042
205,0,-6.937948,309.539612,933.150024,-227.279541,300.063690,986.708679,-87.235085,504.340240,966.096252,-168.731583,498.217560,972.952515,21.890480,307.856995,690.983276,-36.941078,314.457642,480.929321,-50.974987,370.141632,260.321198,,,,-163.599243,447.603546,55.298470,-90.760094,261.453766,58.170521,-317.024323,157.890213,944.464722,-346.084351,-3.297531,839.835388,-339.597504,79.713875,655.877869,-308.085297,225.510223,502.290497,-253.416534,273.291748,506.150665,-309.899994,110.318962,417.282074
206,0,-6.586451,309.766052,933.254333,-226.948837,300.207031,987.079895,-86.984261,504.549316,966.215576,-168.444687,498.381073,973.073730,22.291288,308.314697,691.077209,-36.521015,314.835754,481.004639,-50.619663,370.328430,260.484680,,,,-163.457748,447.665222,55.364178,-90.591042,261.544495,58.137829,-316.623718,158.430328,946.109924,-345.381287,-3.585675,842.572632,-338.696960,78.676811,658.322754,-307.096375,223.958023,504.170898,-252.603806,271.915100,507.923828,-308.590027,108.398254,419.712036
207,0,-6.236564,309.983490,933.374207,-226.626724,300.345703,987.439270,-86.747803,504.753723,966.345459,-168.172913,498.537048,973.200378,22.709885,308.789124,691.186707,-36.077686,315.222656,481.094727,-50.251583,370.555481,260.636200,,,,-163.295517,447.739929,55.443420,-90.407585,261.640411,58.105938,-316.259460,158.966965,947.686035,-344.720856,-3.842087,845.207947,-337.821411,77.672737,660.670593,-306.103973,222.434174,505.951294,-251.785583,270.561829,509.605225,-307.292145,106.510124,422.043335
208,0,-5.888183,310.191620,933.510193,-226.313354,300.479401,987.786682,-86.526047,504.952972,966.485352,-167.916626,498.685364,973.332153,23.145327,309.278870,691.312195,-35.612331,315.616180,481.199371,-49.871845,370.822357,260.775146,,,,-163.113022,447.827362,55.535339,-90.210297,261.740997,58.075462,-315.932312,159.498047,949.191711,-344.104218,-4.068398,847.737488,-336.971497,76.702202,662.918396,-305.108032,220.941315,507.631287,-250.960022,269.233673,511.195831,-306.006653,104.658310,424.273315
209,0,-5.541317,310.390137,933.662292,-226.008881,300.608032,988.122375,-86.319168,505.147095,966.634338,-167.676086,498.825867,973.468567,23.596327,309.782043,691.453613,-35.126553,316.014313,481.318298,-49.481544,371.127655,260.901337,,,,-162.911026,447.927246,55.638870,-89.999977,261.845886,58.047016,-315.642456,160.021530,950.625793,-343.532471,-4.266259,850.157593,-336.147736,75.765846,665.063049,-304.108765,219.482071,509.210876,-250.125504,267.932587,512.696594,-304.734131,102.846603,426.399445
210,0,-5.196105,310.578979,933.830627,-225.713409,300.731354,988.446655,-86.127205,505.335632,966.791504,-167.451385,498.958679,973.609131,24.061264,310.296539,691.611145,-34.622280,316.414886,481.450806,-49.081745,371.469269,261.015045,,,,-162.690521,448.039001,55.752796,-89.777626,261.954803,58.021187,-315.389771,160.535309,951.987183,-343.006317,-4.437340,852.464783,-335.350769,74.864403,667.101440,-303.106689,218.059052,510.689972,-249.280411,266.660339,514.108521,-303.475555,101.078751,428.419067
211,0,-4.852825,310.757935,934.014893,-225.427002,300.849274,988.759766,-85.950035,505.518494,966.955750,-167.242355,499.083649,973.753479,24.538202,310.819733,691.784546,-34.101742,316.815796,481.596161,-48.673515,371.844147,261.117310,,,,-162.452774,448.162079,55.875713,-89.544464,262.067352,57.998547,-315.173920,161.037262,953.275146,-342.526184,-4.583311,854.655640,-334.581360,73.998604,669.030884,-302.102783,216.674866,512.068665,-248.423492,265.418549,515.432556,-302.232117,99.358528,430.329590
212,0,-4.511909,310.927185,934.214966,-225.149673,300.961670,989.062134,-85.787361,505.695404,967.125977,-167.048737,499.200806,973.900635,25.024931,311.349030,691.973389,-33.567383,317.214874,481.753448,-48.257835,372.248840,261.209503,,,,-162.199203,448.295837,56.006123,-89.301872,262.183197,57.979618,-314.994019,161.525406,954.488770,-342.092407,-4.705839,856.726746,-333.840088,73.169266,670.848633,-301.098206,215.332108,513.347229,-247.553741,264.209015,516.669495,-301.005432,97.689636,432.128510
213,0,-4.173944,311.086731,934.429932,-224.881409,301.068512,989.354187,-85.638824,505.865997,967.300964,-166.870117,499.310211,974.050049,25.519007,311.881531,692.176941,-33.021816,317.610382,481.921478,-47.835663,372.679199,261.293457,,,,-161.931488,448.439545,56.142395,-89.051331,262.302124,57.964890,-314.848846,161.997681,955.627502,-341.704773,-4.806589,858.675110,-333.127747,72.377258,672.552002,-300.094666,214.033279,514.525513,-246.670547,263.033112,517.820312,-299.797394,96.075684,433.813324
214,0,-3.839677,311.236816,934.658997,-224.622177,301.169678,989.636353,-85.503929,506.029968,967.479492,-166.705933,499.411865,974.200928,26.017799,312.414185,692.394287,-32.467758,318.000519,482.099060,-47.407871,373.130920,261.371338,,,,-161.651321,448.592468,56.282860,-88.794456,262.424011,57.954830,-314.737000,162.452011,956.690796,-341.363037,-4.887213,860.497803,-332.445068,71.623375,674.138733,-299.094177,212.780792,515.604065,-245.773788,261.892517,518.885376,-298.610168,94.520134,435.381592
215,0,-3.510020,311.377716,934.901184,-224.371964,301.265076,989.909119,-85.382111,506.187073,967.660156,-166.555557,499.505798,974.352417,26.518557,312.943970,692.624390,-31.907976,318.383881,482.284790,-46.975292,373.599213,261.445679,,,,-161.360626,448.753754,56.425808,-88.532867,262.548737,57.949829,-314.656647,162.886490,957.678162,-341.066589,-4.949353,862.192078,-331.792786,70.908478,675.606567,-298.099060,211.576965,516.582886,-244.863800,260.788605,519.865295,-297.446442,93.026329,436.830841
216,0,-3.186035,311.509705,935.155212,-224.130798,301.354523,990.172913,-85.272743,506.336975,967.841919,-166.418274,499.592041,974.503784,27.018456,313.467834,692.865784,-31.345203,318.759155,482.477234,-46.538666,374.079407,261.518951,,,,-161.061234,448.922607,56.569527,-88.268219,262.676239,57.950256,-314.605804,163.299103,958.589172,-340.814545,-4.994637,863.755554,-331.171722,70.233322,676.953491,-297.112091,210.424011,517.462219,-243.941605,259.722809,520.760071,-296.308868,91.597343,438.158966
217,0,-2.868927,311.633148,935.419617,-223.898666,301.438019,990.428040,-85.175179,506.479309,968.023438,-166.293320,499.670593,974.654053,27.514662,313.982788,693.117126,-30.782106,319.125427,482.675018,-46.098679,374.566803,261.593994,,,,-160.755035,449.098145,56.712360,-88.002121,262.806580,57.956432,-314.582214,163.687943,959.423523,-340.605682,-5.024683,865.186035,-330.582581,69.598618,678.177856,-296.136200,209.323883,518.241943,-243.008804,258.696320,521.569641,-295.200714,90.236015,439.363739
218,0,-2.560027,311.748413,935.692871,-223.675644,301.515228,990.674744,-85.088753,506.613861,968.203613,-166.179977,499.741425,974.802612,28.004412,314.486053,693.376648,-30.221209,319.482086,482.876526,-45.655968,375.056946,261.673431,,,,-160.443909,449.279480,56.852692,-87.736084,262.939880,57.968613,-314.583557,164.051208,960.180969,-340.438629,-5.041092,866.481445,-330.026245,69.004906,679.277893,-295.174713,208.278412,518.922241,-242.067719,257.710510,522.293579,-294.125183,88.944885,440.443237
219,0,-2.260770,311.855927,935.973206,-223.461853,301.585938,990.913208,-85.012794,506.740082,968.381592,-166.077454,499.804657,974.948669,28.485039,314.975037,693.642639,-29.664850,319.828827,483.080414,-45.211121,375.545776,261.759766,,,,-160.129578,449.465851,56.989002,-87.471504,263.076141,57.987015,-314.607391,164.387009,960.861084,-340.311859,-5.045452,867.640198,-329.503265,68.452660,680.252441,-294.231140,207.289185,519.502930,-241.121445,256.766541,522.931030,-293.085724,87.726151,441.395660
220,0,-1.972671,311.956055,936.259094,-223.257492,301.649902,991.143494,-84.946686,506.857941,968.556458,-165.985107,499.860199,975.091370,28.954060,315.447327,693.913086,-29.115162,320.165649,483.285156,-44.764709,376.029510,261.855316,,,,-159.813751,449.656311,57.119896,-87.209633,263.215698,58.011810,-314.651093,164.693634,961.463623,-340.223358,-5.039331,868.661072,-329.014465,67.942101,681.100220,-293.309204,206.357529,519.984009,-240.173691,255.865448,523.481018,-292.086029,86.581635,442.219452
221,0,-1.697295,312.049164,936.548340,-223.062851,301.706726,991.365540,-84.889854,506.966888,968.727539,-165.902267,499.908020,975.230469,29.409197,315.900940,694.186340,-28.574038,320.492798,483.489410,-44.317299,376.505066,261.962067,,,,-159.497940,449.850006,57.244091,-86.951538,263.358612,58.043118,-314.712219,164.969467,961.988281,-340.171173,-5.024276,869.542969,-328.560425,67.473274,681.820435,-292.412781,205.484390,520.365112,-239.229019,255.008347,523.942078,-291.129669,85.512718,442.913330
222,0,-1.436223,312.135620,936.839233,-222.878250,301.756104,991.578918,-84.841789,507.066895,968.894226,-165.828506,499.948212,975.365173,29.848431,316.334167,694.460266,-28.043112,320.810852,483.692047,-43.869484,376.969971,262.081665,,,,-159.183609,450.046051,57.360474,-86.698112,263.505096,58.081013,-314.788269,165.212952,962.434875,-340.153107,-5.001798,870.285278,-328.141693,67.046021,682.412598,-291.545959,204.670517,520.646057,-238.292587,254.196045,524.312439,-290.220367,84.520370,443.476196
223,0,-1.191021,312.215790,937.129822,-222.704056,301.797577,991.783630,-84.802078,507.157745,969.056458,-165.763397,499.980652,975.495178,30.270025,316.745636,694.733337,-27.523760,321.120605,483.891846,-43.421936,377.422272,262.215179,,,,-158.871948,450.243744,57.468048,-86.450050,263.655212,58.125519,-314.876923,165.422607,962.803101,-340.166718,-4.973373,870.887756,-327.758728,66.659904,682.876343,-290.712738,203.916229,520.826416,-237.370178,253.429352,524.590393,-289.361786,83.605049,443.907288
224,0,-0.963205,312.289917,937.418152,-222.540741,301.830688,991.978882,-84.770386,507.239166,969.213928,-165.706680,500.005432,975.620239,30.672544,317.134460,695.003601,-27.017118,321.423065,484.087860,-42.975395,377.860809,262.363281,,,,-158.564133,450.442078,57.566025,-86.207848,263.809052,58.176613,-314.975891,165.597183,963.093018,-340.209442,-4.940416,871.350464,-327.412018,66.314224,683.211609,-289.917328,203.221497,520.905884,-236.468109,252.708847,524.773621,-288.557312,82.766747,444.206116
225,0,-0.754203,312.358429,937.702393,-222.388794,301.855042,992.164124,-84.746513,507.311218,969.366699,-165.658249,500.022400,975.740356,31.054855,317.500183,695.269775,-26.524096,321.719330,484.279236,-42.530769,378.285156,262.526031,,,,-158.261185,450.640289,57.653759,-85.971848,263.966553,58.234249,-315.083099,165.735565,963.304565,-340.278839,-4.904275,871.673889,-327.101807,66.008064,683.418640,-289.163757,202.585968,520.884216,-235.593124,252.034897,524.859802,-287.810486,82.004929,444.372528
226,0,-0.565329,312.421631,937.980896,-222.248749,301.870148,992.338562,-84.730331,507.373871,969.515015,-165.618195,500.031647,975.855530,31.416140,317.842651,695.530212,-26.045406,322.010681,484.465393,-42.089108,378.695496,262.702942,,,,-157.963913,450.837463,57.730782,-85.742233,264.127502,58.298302,-315.196625,165.836761,963.437622,-340.372070,-4.866204,871.858948,-326.828308,65.740181,683.497925,-288.456207,202.008789,520.761108,-234.752243,251.407715,524.846680,-287.124268,81.318558,444.406769
227,0,-0.397745,312.479797,938.251709,-222.121124,301.875641,992.501343,-84.721863,507.427155,969.659363,-165.586716,500.033264,975.965881,31.755857,318.162354,695.783875,-25.581610,322.298431,484.645721,-41.651691,379.092560,262.892944,,,,-157.673157,451.032776,57.796833,-85.519104,264.291565,58.368614,-315.314911,165.900101,963.492554,-340.486511,-4.827346,871.906738,-326.591675,65.509171,683.450256,-287.798523,201.488815,520.536438,-233.952606,250.827225,524.731628,-286.501709,80.706085,444.309357
228,0,-0.252434,312.533234,938.513428,-222.006393,301.871216,992.651550,-84.721214,507.471252,969.800293,-165.564117,500.027313,976.071838,32.073738,318.459930,696.029663,-25.133146,322.584015,484.819977,-41.220024,379.477814,263.094208,,,,-157.389603,451.225433,57.851795,-85.302475,264.458221,58.444996,-315.436462,165.925034,963.469666,-340.619476,-4.788711,871.818970,-326.391907,65.313354,683.276794,-287.194550,201.024490,520.209900,-233.201385,250.293076,524.512451,-285.945282,80.165466,444.080994
